Provider_name,Department,Researcher_Type,Profile_link,Provider_all_top_concepts,This_Concept,Publication_num,Pub_Range,Range_length,Last_Pub_year,Average
Hans Oh,Social Work,Assistant Professor,https://researcherprofiles.org/profile/191209,https://profiles.sc-ctsi.org/display/191209/network/researchareas/timeline, Delusions,9, 2014-2022,8,2022,2018
Hans Oh,Social Work,Assistant Professor,https://researcherprofiles.org/profile/191209,https://profiles.sc-ctsi.org/display/191209/network/researchareas/timeline, Asian Americans,18, 2013-2021,8,2021,2018
Hans Oh,Social Work,Assistant Professor,https://researcherprofiles.org/profile/191209,https://profiles.sc-ctsi.org/display/191209/network/researchareas/timeline, Hallucinations,15, 2014-2022,8,2022,2019
Hans Oh,Social Work,Assistant Professor,https://researcherprofiles.org/profile/191209,https://profiles.sc-ctsi.org/display/191209/network/researchareas/timeline, African Americans,13, 2014-2021,7,2021,2019
Hans Oh,Social Work,Assistant Professor,https://researcherprofiles.org/profile/191209,https://profiles.sc-ctsi.org/display/191209/network/researchareas/timeline, United States,44, 2013-2022,9,2022,2019
Hans Oh,Social Work,Assistant Professor,https://researcherprofiles.org/profile/191209,https://profiles.sc-ctsi.org/display/191209/network/researchareas/timeline, Mental Health,13, 2014-2022,8,2022,2019
Hans Oh,Social Work,Assistant Professor,https://researcherprofiles.org/profile/191209,https://profiles.sc-ctsi.org/display/191209/network/researchareas/timeline, Racism,8, 2016-2021,5,2021,2020
Hans Oh,Social Work,Assistant Professor,https://researcherprofiles.org/profile/191209,https://profiles.sc-ctsi.org/display/191209/network/researchareas/timeline," Suicide, Attempted",17, 2017-2022,5,2022,2020
Hans Oh,Social Work,Assistant Professor,https://researcherprofiles.org/profile/191209,https://profiles.sc-ctsi.org/display/191209/network/researchareas/timeline, Developing Countries,24, 2016-2022,6,2022,2020
Hans Oh,Social Work,Assistant Professor,https://researcherprofiles.org/profile/191209,https://profiles.sc-ctsi.org/display/191209/network/researchareas/timeline, Suicidal Ideation,14, 2017-2022,5,2022,2020
Hans Oh,Social Work,Assistant Professor,https://researcherprofiles.org/profile/191209,https://profiles.sc-ctsi.org/display/191209/network/researchareas/timeline, Multimorbidity,8, 2018-2022,4,2022,2020
Hans Oh,Social Work,Assistant Professor,https://researcherprofiles.org/profile/191209,https://profiles.sc-ctsi.org/display/191209/network/researchareas/timeline, Students,13, 2016-2022,6,2022,2020
"Sarah Hamm-Alvarez, PhD",Ophthalmology,Associate Professor,https://researcherprofiles.org/profile/191231,https://profiles.sc-ctsi.org/display/191231/network/researchareas/timeline,Carbachol,23, 1997-2021,24,2021,2006
"Sarah Hamm-Alvarez, PhD",Ophthalmology,Associate Professor,https://researcherprofiles.org/profile/191231,https://profiles.sc-ctsi.org/display/191231/network/researchareas/timeline, Exocytosis,11, 2003-2013,10,2013,2007
"Sarah Hamm-Alvarez, PhD",Ophthalmology,Associate Professor,https://researcherprofiles.org/profile/191231,https://profiles.sc-ctsi.org/display/191231/network/researchareas/timeline, Epithelial Cells,22, 1998-2020,22,2020,2008
"Sarah Hamm-Alvarez, PhD",Ophthalmology,Associate Professor,https://researcherprofiles.org/profile/191231,https://profiles.sc-ctsi.org/display/191231/network/researchareas/timeline, Secretory Vesicles,13, 2003-2016,13,2016,2008
"Sarah Hamm-Alvarez, PhD",Ophthalmology,Associate Professor,https://researcherprofiles.org/profile/191231,https://profiles.sc-ctsi.org/display/191231/network/researchareas/timeline, Endocytosis,23, 1996-2020,24,2020,2009
"Sarah Hamm-Alvarez, PhD",Ophthalmology,Associate Professor,https://researcherprofiles.org/profile/191231,https://profiles.sc-ctsi.org/display/191231/network/researchareas/timeline, Lacrimal Apparatus,56, 1997-2022,25,2022,2009
"Sarah Hamm-Alvarez, PhD",Ophthalmology,Associate Professor,https://researcherprofiles.org/profile/191231,https://profiles.sc-ctsi.org/display/191231/network/researchareas/timeline, Eye Proteins,5, 2000-2020,20,2020,2010
"Sarah Hamm-Alvarez, PhD",Ophthalmology,Associate Professor,https://researcherprofiles.org/profile/191231,https://profiles.sc-ctsi.org/display/191231/network/researchareas/timeline, rab3 GTP-Binding Proteins,11, 2003-2021,18,2021,2010
"Sarah Hamm-Alvarez, PhD",Ophthalmology,Associate Professor,https://researcherprofiles.org/profile/191231,https://profiles.sc-ctsi.org/display/191231/network/researchareas/timeline, rab GTP-Binding Proteins,7, 2006-2016,10,2016,2011
"Sarah Hamm-Alvarez, PhD",Ophthalmology,Associate Professor,https://researcherprofiles.org/profile/191231,https://profiles.sc-ctsi.org/display/191231/network/researchareas/timeline, Sjogren's Syndrome,27, 1998-2022,24,2022,2014
"Sarah Hamm-Alvarez, PhD",Ophthalmology,Associate Professor,https://researcherprofiles.org/profile/191231,https://profiles.sc-ctsi.org/display/191231/network/researchareas/timeline," Mice, Inbred BALB C",18, 2005-2022,17,2022,2015
"Sarah Hamm-Alvarez, PhD",Ophthalmology,Associate Professor,https://researcherprofiles.org/profile/191231,https://profiles.sc-ctsi.org/display/191231/network/researchareas/timeline," Mice, Inbred NOD",26, 2005-2022,17,2022,2015
"Sarah Hamm-Alvarez, PhD",Ophthalmology,Associate Professor,https://researcherprofiles.org/profile/191231,https://profiles.sc-ctsi.org/display/191231/network/researchareas/timeline, Acinar Cells,7, 2011-2021,10,2021,2016
"Sarah Hamm-Alvarez, PhD",Ophthalmology,Associate Professor,https://researcherprofiles.org/profile/191231,https://profiles.sc-ctsi.org/display/191231/network/researchareas/timeline, Tears,21, 1998-2021,23,2021,2017
"Sarah Hamm-Alvarez, PhD",Ophthalmology,Associate Professor,https://researcherprofiles.org/profile/191231,https://profiles.sc-ctsi.org/display/191231/network/researchareas/timeline, Elastin,12, 2011-2021,10,2021,2017
"Sarah Hamm-Alvarez, PhD",Ophthalmology,Associate Professor,https://researcherprofiles.org/profile/191231,https://profiles.sc-ctsi.org/display/191231/network/researchareas/timeline, Dacryocystitis,9, 2010-2022,12,2022,2017
"Sarah Hamm-Alvarez, PhD",Ophthalmology,Associate Professor,https://researcherprofiles.org/profile/191231,https://profiles.sc-ctsi.org/display/191231/network/researchareas/timeline, Cathepsins,16, 2005-2021,16,2021,2017
"Sarah Hamm-Alvarez, PhD",Ophthalmology,Associate Professor,https://researcherprofiles.org/profile/191231,https://profiles.sc-ctsi.org/display/191231/network/researchareas/timeline, Dry Eye Syndromes,7, 2014-2021,7,2021,2018
"Sarah Hamm-Alvarez, PhD",Ophthalmology,Associate Professor,https://researcherprofiles.org/profile/191231,https://profiles.sc-ctsi.org/display/191231/network/researchareas/timeline, alpha-Synuclein,3, 2019-2020,1,2020,2019
"Sarah Hamm-Alvarez, PhD",Ophthalmology,Associate Professor,https://researcherprofiles.org/profile/191231,https://profiles.sc-ctsi.org/display/191231/network/researchareas/timeline," Epithelium, Corneal",4, 2018-2021,3,2021,2020
"Neil Kaplowitz, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/183965,https://profiles.sc-ctsi.org/display/183965/network/researchareas/timeline,Glutathione Transferase,35, 1975-1994,19,1994,1983
"Neil Kaplowitz, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/183965,https://profiles.sc-ctsi.org/display/183965/network/researchareas/timeline, Glutathione,108, 1973-2017,44,2017,1993
"Neil Kaplowitz, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/183965,https://profiles.sc-ctsi.org/display/183965/network/researchareas/timeline, Liver,158, 1972-2021,49,2021,1993
"Neil Kaplowitz, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/183965,https://profiles.sc-ctsi.org/display/183965/network/researchareas/timeline, Ethanol,24, 1982-2021,39,2021,2001
"Neil Kaplowitz, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/183965,https://profiles.sc-ctsi.org/display/183965/network/researchareas/timeline, Liver Diseases,30, 1973-2021,48,2021,2002
"Neil Kaplowitz, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/183965,https://profiles.sc-ctsi.org/display/183965/network/researchareas/timeline," Liver Diseases, Alcoholic",13, 1978-2013,35,2013,2002
"Neil Kaplowitz, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/183965,https://profiles.sc-ctsi.org/display/183965/network/researchareas/timeline," Mitochondria, Liver",39, 1973-2019,46,2019,2003
"Neil Kaplowitz, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/183965,https://profiles.sc-ctsi.org/display/183965/network/researchareas/timeline, Endoplasmic Reticulum,13, 2003-2011,8,2011,2006
"Neil Kaplowitz, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/183965,https://profiles.sc-ctsi.org/display/183965/network/researchareas/timeline, Mitochondria,19, 1992-2018,26,2018,2006
"Neil Kaplowitz, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/183965,https://profiles.sc-ctsi.org/display/183965/network/researchareas/timeline, Hyperhomocysteinemia,9, 2003-2013,10,2013,2007
"Neil Kaplowitz, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/183965,https://profiles.sc-ctsi.org/display/183965/network/researchareas/timeline, Apoptosis,26, 1996-2019,23,2019,2007
"Neil Kaplowitz, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/183965,https://profiles.sc-ctsi.org/display/183965/network/researchareas/timeline, Drug-Related Side Effects and Adverse Reactions,15, 2001-2014,13,2014,2008
"Neil Kaplowitz, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/183965,https://profiles.sc-ctsi.org/display/183965/network/researchareas/timeline," Analgesics, Non-Narcotic",12, 2004-2019,15,2019,2009
"Neil Kaplowitz, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/183965,https://profiles.sc-ctsi.org/display/183965/network/researchareas/timeline, Acetaminophen,34, 1981-2021,40,2021,2010
"Neil Kaplowitz, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/183965,https://profiles.sc-ctsi.org/display/183965/network/researchareas/timeline, Hepatocytes,33, 2000-2021,21,2021,2011
"Neil Kaplowitz, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/183965,https://profiles.sc-ctsi.org/display/183965/network/researchareas/timeline, Chemical and Drug Induced Liver Injury,75, 1980-2021,41,2021,2011
"Neil Kaplowitz, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/183965,https://profiles.sc-ctsi.org/display/183965/network/researchareas/timeline, JNK Mitogen-Activated Protein Kinases,16, 2003-2020,17,2020,2013
"Neil Kaplowitz, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/183965,https://profiles.sc-ctsi.org/display/183965/network/researchareas/timeline, Mitochondrial Proteins,11, 2010-2021,11,2021,2015
"Neil Kaplowitz, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/183965,https://profiles.sc-ctsi.org/display/183965/network/researchareas/timeline," Liver Failure, Acute",5, 2014-2019,5,2019,2015
"Neil Kaplowitz, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/183965,https://profiles.sc-ctsi.org/display/183965/network/researchareas/timeline, Receptor-Interacting Protein Serine-Threonine Kinases,4, 2015-2016,1,2016,2016
"Dale Rice, MD",Otolaryngology,Professor,https://researcherprofiles.org/profile/176796,https://profiles.sc-ctsi.org/display/176796/network/researchareas/timeline,Cerebrospinal Fluid Rhinorrhea,2, 2003-2003,1,2003,2003
"Dale Rice, MD",Otolaryngology,Professor,https://researcherprofiles.org/profile/176796,https://profiles.sc-ctsi.org/display/176796/network/researchareas/timeline, Turbinates,2, 2003-2003,1,2003,2003
"Dale Rice, MD",Otolaryngology,Professor,https://researcherprofiles.org/profile/176796,https://profiles.sc-ctsi.org/display/176796/network/researchareas/timeline, Collagen,3, 2002-2007,5,2007,2004
"Dale Rice, MD",Otolaryngology,Professor,https://researcherprofiles.org/profile/176796,https://profiles.sc-ctsi.org/display/176796/network/researchareas/timeline, Fibrin Tissue Adhesive,3, 2003-2006,3,2006,2005
"Dale Rice, MD",Otolaryngology,Professor,https://researcherprofiles.org/profile/176796,https://profiles.sc-ctsi.org/display/176796/network/researchareas/timeline, Suction,2, 2006-2006,1,2006,2006
"Dale Rice, MD",Otolaryngology,Professor,https://researcherprofiles.org/profile/176796,https://profiles.sc-ctsi.org/display/176796/network/researchareas/timeline, Otorhinolaryngologic Surgical Procedures,3, 2003-2010,7,2010,2007
"Dale Rice, MD",Otolaryngology,Professor,https://researcherprofiles.org/profile/176796,https://profiles.sc-ctsi.org/display/176796/network/researchareas/timeline, Parotid Gland,3, 2003-2011,8,2011,2007
"Dale Rice, MD",Otolaryngology,Professor,https://researcherprofiles.org/profile/176796,https://profiles.sc-ctsi.org/display/176796/network/researchareas/timeline, Maxillary Sinus,2, 2004-2010,6,2010,2007
"Dale Rice, MD",Otolaryngology,Professor,https://researcherprofiles.org/profile/176796,https://profiles.sc-ctsi.org/display/176796/network/researchareas/timeline, Endoscopy,6, 2003-2010,7,2010,2007
"Dale Rice, MD",Otolaryngology,Professor,https://researcherprofiles.org/profile/176796,https://profiles.sc-ctsi.org/display/176796/network/researchareas/timeline, Paranasal Sinuses,2, 2006-2010,4,2010,2008
"Dale Rice, MD",Otolaryngology,Professor,https://researcherprofiles.org/profile/176796,https://profiles.sc-ctsi.org/display/176796/network/researchareas/timeline, Sinusitis,6, 2003-2013,10,2013,2008
"Dale Rice, MD",Otolaryngology,Professor,https://researcherprofiles.org/profile/176796,https://profiles.sc-ctsi.org/display/176796/network/researchareas/timeline, Rhinitis,4, 2006-2013,7,2013,2010
"Dale Rice, MD",Otolaryngology,Professor,https://researcherprofiles.org/profile/176796,https://profiles.sc-ctsi.org/display/176796/network/researchareas/timeline, Ethmoid Sinusitis,1, 2010-2010,1,2010,2010
"Dale Rice, MD",Otolaryngology,Professor,https://researcherprofiles.org/profile/176796,https://profiles.sc-ctsi.org/display/176796/network/researchareas/timeline, Maxillary Sinusitis,1, 2010-2010,1,2010,2010
"Dale Rice, MD",Otolaryngology,Professor,https://researcherprofiles.org/profile/176796,https://profiles.sc-ctsi.org/display/176796/network/researchareas/timeline, Parotitis,1, 2011-2011,1,2011,2011
"Dale Rice, MD",Otolaryngology,Professor,https://researcherprofiles.org/profile/176796,https://profiles.sc-ctsi.org/display/176796/network/researchareas/timeline, Nasal Mucosa,2, 2010-2013,3,2013,2012
"Dale Rice, MD",Otolaryngology,Professor,https://researcherprofiles.org/profile/176796,https://profiles.sc-ctsi.org/display/176796/network/researchareas/timeline, Biofilms,4, 2010-2014,4,2014,2012
"Dale Rice, MD",Otolaryngology,Professor,https://researcherprofiles.org/profile/176796,https://profiles.sc-ctsi.org/display/176796/network/researchareas/timeline, Eosinophil Major Basic Protein,1, 2013-2013,1,2013,2013
"Dale Rice, MD",Otolaryngology,Professor,https://researcherprofiles.org/profile/176796,https://profiles.sc-ctsi.org/display/176796/network/researchareas/timeline, Plasma Cells,1, 2013-2013,1,2013,2013
"Dale Rice, MD",Otolaryngology,Professor,https://researcherprofiles.org/profile/176796,https://profiles.sc-ctsi.org/display/176796/network/researchareas/timeline," Tumor Necrosis Factor Receptor Superfamily, Member 7",1, 2013-2013,1,2013,2013
"Eric James Kezirian, MD, MPH",Otolaryngology,Professor,https://researcherprofiles.org/profile/191395,https://profiles.sc-ctsi.org/display/191395/network/researchareas/timeline,Snoring,4, 2005-2013,8,2013,2009
"Eric James Kezirian, MD, MPH",Otolaryngology,Professor,https://researcherprofiles.org/profile/191395,https://profiles.sc-ctsi.org/display/191395/network/researchareas/timeline, Uvula,4, 2004-2017,13,2017,2010
